text,label
"아 맞다
대기공간에서 생수 2병을 주셨어요 !
시원한 생수라 좋았음",0
"물색깔은 지지색이였는데
안 좋은 냄새가 나거나 하진 않았어요 !
무슨 정글 같은 곳으로 들어가는 느낌이 들어서
설렘 100% !!",0
"쨘 ♡
논 이라고 불리는 베트남 모자 !
바구니배 타면서 논 쓰고 사진 찍고 싶었는데
모자 사는걸 깜빡해서 그냥 왔거든요
바구니배 타니까 모자 두개를 딱 주시는데
너무 좋았어요 !
민 무늬 논도 있던데 화려한 빨간색으로 쓰고 찍었더니
사진 대빵 잘나오더라구요",0
"그리고 가다가 중간에
미니 낚시대를 꺼내셔서
게를 잡는걸 보여주시는데
ㅋㅋㅋㅋ
저희는 겁쟁이만두라 깜놀했어요
재미난 체험 경험 했습니다 ㅎㅎ",0
"가는 길 내내 분위기가 너무 좋았던
바구니배체험이였어요
사진 100장 찍고 오세요 :)",0
"그리고 중간중간에 커플 사진도 많이 찍어주셔서 좋았어요
자세하게 알아보고 온 건 아니라서
어떻게 뭘 해주는진 몰랐는데
너무 좋은 추억 만들어준 그린코코넛업체였네요
(광고 절대 절대 진짜 아님)",0
"티비에서 많이 봤던 코코넛배 빠르게 도는데
빠지진 않던 장면을 많이 봤어요 ㅋㅋㅋ
신기해서 꼭 직접 보고 싶었는데
진짜 빠질랑 말락 하는데 안 빠지셔요 !
저희 코코넛배 담당해주셨던 선생님께서
체험 해보겠냐고 하셨는데
저희는 겁쟁이 만두라 손사래 쳤습니당ㅎㅎ
▼1분내로 정리한 영상입니다!!▼",0
"돌아가는 길도 너무 예쁘고
해도 없어서 덥지도 않고
재밌게 즐겼습니다 ㅎㅎ",0
"체험 끝나고 나오는 길도 예쁘더라구요
곳곳이 베트남 느낌의 포토존이여서
예쁜 사진 많이 남겨서 기분 좋았어요 :)",0
"체험 끝나고 나오는 길에
화장실이 있는데 깨끗했어요
야외에 손 씻는곳이 있는데
거울도 있어서 사진 찰칵 !",0
"해 쨍쨍한 시간보다는
오후 4시 30분 ~ 5시 사이에
코코넛배 타는 걸 추천 드려요
그리고 바구니배만 이용하면
픽업은 유료이지만 그랩보다는 저렴하다고 하니
그린코코넛에서 픽업신청 예약하시는거 추천드려요
5시 40분쯤 ? 코코넛배 체험 끝나고
올드타운으로 넘어와서
호이안 소원배를 타려고 왔어요
시간대 환상이였어요
소원배는 어두울쯤에 타는게 젤 예쁜거 아시죠 ?!",0
"방문 2시간 전에 예약해서 방문한
그린코코넛이였는데 너무 추천드려요
저희배 태워주신 선생님께서
사진도 예쁘게 많이 찍어주셔서 그런지
너무 만족하고 왔던 바구니배체험이였습니다ㅎㅎ
호이안가서 바구니배체험 고민하시는분들
한 번 쯤은 꼭꼭 해볼만한 체험이니
방문 꼭 해보세요 ~!",0
"심심해서 남겨보는 내돈내산 리뷰 ㅋㅋ
딱히 기초 괜찮은 건 못 건져서
세정 제품 위주로 보여드릴까 합니당
요즘 세수한 뒤 얼굴보면 피지도 안끼어있고,
피붓결이 세상 말끔해져 있으니까
추천 안드릴 수가 없겠더라구요 ㅋㅋㅋ
비는 시간에 틈내서 추천리뷰 남기고 가보려구용
특히 예민성이 사용해도 좋은 퓨어한 클폼들이라
데일리용으로 강추하고픈 제품들이에요 :D",0
"닥터지 폼클렌징 말고도 선크림, 수딩크림 좋아해요
진심 여기 브랜드 찐팬이에요 ㅋㅋㅋ
다른 제품들도 만족스럽지만 특히나 더 좋은 클랜징폼.
세정력이 살짝 약한 거 빼면은 ㅋㅋ
순하고, 촉촉해서 민감성한테 딱이에요.
저도 피부가 마냥 건강한 타입은 아니라서
쉽게 민감해지고 ... 진심 까다로운데요
여기꺼 클폼 사용했을 때 속당김이 파싹 느껴진다거나
피부 메마르는 느낌이 없어서 잘 쓰고 있어요
색조 잔여물까지 지워줄 정도로 세정력이 좋진 않음 ㅠ
그래서 이건 주로 아침용으로 많이 애용해요",0
"닥터지 폼클렌징은 약산성 제품이라서
보다 더 순하게 세수하기 좋아요 ㅋㅋㅋ
민감성은 피붓결이 예민한 상태라
이런 약산성 포뮬라가 잘 맞으실거 같네용?
바하 성분이 있어 묵은 각질 케어에도 좋고,
트러블 균이 번지지 않도록 도와준대요
또 5가지의 복합 시카 성분들과
8가지 히알루론산까지 들어있다는 점 ㅋㅋ
진정/수분을 꼼꼼히 쌓아주기 때문에
건성이나 트러블성한테 특히나 강추요~
가볍고 순하게 세정하고플 때 딱이에요.",0
"닥터지 폼클렌징은 주로 오전에 사용하구요.
오후에는 다른 제품으로 세수하고 있습니다!
더하르나이 카밍퓨어 클랜져 ㅋㅋㅋ
주로 기초, 세정제품들은 올영에서 자주 구매하는데
여기 브랜드 제품 후기가 좋더라구요?
온라인에서 구매해야 된다는 점이 아쉬웠지만 ㅠ
인생 세정템 만나서 기쁘미요 ㅠㅠㅠ
더하르나이 제품은 모공이나 피부 겉면에 붙은
노폐물, 피지를 모두 씻겨주거든요.
그래서 외출한 후엔 꼭 이걸로 세안해요 ㅋㅋ
그럼 되게 시원하고 깨끗해져서 넘 좋임~",0
"제가 넘나 애정하는 유튜버분께서
카밍퓨어 클렌져 추천 영상 올리셔서 ㅋㅋ
호기심에 구매해본 제품인데요 ㅋㅋㅋ
생각보다 모공 케어에도 너무 좋고,
미끈하게 도는 피지들까지 없애줘서 핵 깔끔해짐
좁쌀, 블랙헤드 같은 건 노폐물이 모공 안에서 뭉치고
제거되지 않은 채로 남아 악화되거든요
그래서 세안도 무지하게 중요하단건데 ㅠ
이걸로 씻고나면 상쾌함이 남달라서 좋아요
기분탓인지.. 확실히 좁쌀도 전보다 덜 나는 거 같구요
검게 박혀있든 블랙헤드까지 깔끔해진 상태예요",0
"세수하고 나서 촉촉함도 그대로 남아요 ㅋㅋ
그래서 속당김, 겉당김 하나도 안느껴지고
수분이 끝까지 유지되는 기분이에요.
성분보면 보습 성분들이 많이 있더라구요
네추럴 프로텍터, 올리브오일 등등
얼굴 촉촉하게끔 도와주는 성분들이라서
건조함 없이 세안 마치기 좋았나봐용?
그리고 칼라민 파우더도 들어있는데
진정효과 있는 성분이라네요 ㅋㅋㅋ
마찬가지로 피붓결 예민하신 이웃님들도
순하게 세정하기 좋을 거 같아서 추천드립니당",0
"더하르나이 & 닥터지 폼클렌징 둘다
물에 변질되지 않는 튜브용기예요 ㅋㅋ
용량도 부족하지 않고 많이 들어있어서
오전/오후 나누어서 쓰면 더 오래 쓰게 되네용
또 마찬가지로 원터치 똑딱이 캡이거든요?
그래서 뚜껑 떨어트릴 일도 없고~
간편하게 사용할 수 있어서 엄청 편해요.
그냥 선반대에 딱 세워두기 좋은 사이즈라
날마나 골라 사용하면서 세안 중이에용ㅋㅋㅋ",0
"닥터지 폼클렌징부터 보면 쫀쫀하면서도
문지르고나면 되게 묽은 타입이에요.
그렇다고 누에고치처럼 찐득쫜득 이런건 아니고,
적당히 수분기 녹아져있는 쫀쫀st 입니당
롤링할 때 텍스쳐가 과하게 리치하거나
쭉쭉 늘어나면 불편하더라구요 ㅋㅋㅋ
이건 중간 정도의 점성을 가지고 있어서
불편함 없이 사용하기 좋은 거 같아용~
여기다 바로 물 묻혀서 거품내도 좋지만
저는 다이소에서 구매한 버블망이 있어서 ㅋㅋ
망에다 문지른 다음 거품내서 세안해요!",0
"거품 보면 입자가 좀 큰 편이에요 ㅋㅋ
오밀조밀 하기 보다 뽀글한 거품 입자!
확실히 약산성이라 그런지 ㅋㅋㅋ
문댈수록 퓨어하다는 느낌이 가득 들어요.
민감한 상태에서 세수하면 곳곳이 따갑거나
간지러울 때 간혹 있거든요 ㅠㅠ
저처럼 예민성이신 분들은 공감하실 듯?
이렇게 거품 잔뜩 내서 올려도 자극감 느껴지지 않아서
아침에도 문제없이 사용중이에용~
뭐 사바사라 다르겠지만 갠적으로 저는 좋았어용",0
"단하나 아쉬운건 ㅠㅠ 유분이 다 없어지진 않더라구요
어느정도 각질 정리? 가볍게 세수하기 좋은데
모공 깊숙히 있는 노폐물까지는 제거해주진 못하네용
그래서 밤에는 다른걸로 케어중이에요 ㅠㅠ
그래도 순하고 수분기가 그대로 남아있어
촉촉+산뜻하게 마무리하기 넘 괜찮거든요?
건성이나 예민성은 문제없이 사용하실 거 같고!
그냥 가볍게 베이스 지워낼 정도의
세정력만 바라신다면 만족스러우실 듯 합니당 :)
확실히 세수한 뒤에도 피부가 뻑뻑해지진 않아서
불편함은 전혀 없네용 ㅋㅋ 굿굿~",0
"나갔다와서 사용하는 더하르나이 클랜징폼!
제형만 손가락에 쭈욱 문질러주면
닥터지 클폼보다 훨씬 쫀쫀한 느낌이에요.
위에 것도 쫀쪼니한 느낌이였지만
비교해봤을 때 더욱 밀착감있게 달라붙는 ㅋㅋ
그래서 작은 모공까지 딥하게 청소하기 좋더라구요
제형이 너무 묽으면 거품은 잘 나도..
피붓결에 끼인 노폐물들은 다 못지워줌 ㅋㅋㅋ
보시다시피 쫀득한 점성도 갖추고 있어서
딥하게 클랜징하기 너무나 좋습니다.
문질렀을 때 뻑뻑한 마찰감도 없어서 괜춘쓰해요",0
"동일한 양을 버블망에 문질러 거품 내봤어요.
ㅋㅋㅋ 몬가 닥터지는 몽실몽실~ 뽀글한 느낌이였다면
더하르나이껀 매끈하고 부드러운 거품이에요
만져보면 어느정도 텐션감도 느껴져서
피붓결에 롤링할수록 묵은 각질들을 다 빼주거든요?
코 옆 부분 보면 피지가 하나도 안끼이고 ㅠ
뭉쳐진 노폐물도 없어서 좁쌀이나 블랙헤드 예방에 좋음
무엇보다 맨질맨질하고 보드라워서
만졌을 때 촉감이 되게 좋더라구요 ㅋㅋㅋ
입자 크기도 더 촘촘하고 미세한 편이라
구석구석 모공 사이를 씻어내기 좋아요!",0
"세수 끝난 뒤에도 속보습이 느껴져요.
기초를 바르지 않았는데도 촉촉하니까
피부가 팍 마르지 않아서 편하더라구요 ㅋㅋ
또 유분, 피지는 그대로 잡아주다보니
얼굴은 매우 깔끔하게 만들어줘요.
진심 번들번들한 피붓결 그대로 냅두면
보기싫은 좁쌀로 번지곤 했었거든요 ㅠㅠㅠ
필요없는 개기름만 쏙쏙 제거해주니까 얼마나 좋던지
덕분에 올라온 요철도 거의 줄어들고,
매끈매끈해져서 피부 상태 핵 만족이에요 ㅋㅋㅋ
어느정도 베이스+색조들도 지워줘서
따로 클랜징 오일 안쓰고 있어요 굿잡 b",0
"이렇게 거품을 마구 낸 다음 얼굴을 닦아줍니다.
저는 거의 15초~20초 정도는 마사지하듯이
계속 롤링해 노폐물 빼주고 있거든요?
콧볼, 턱밑까지 피지가 쌓이지 않도록
자극없이 살살 문질러 세안하면 좋아용 ㅋㅋㅋ
세수만 확실하게 잘 해줘도 피부 고민없이
매끈한 상태 유지할 수 있다는 거.
이번에 추천드린 클폼들을 사용해서
상황마다 달리 써주시면 컨디셔닝 높이기 좋으실 듯!",0
"정말 신통방통한것이 있어
광고나 협찬도 아닌데
혼자 알아서 널리널리 알리려고 리뷰 작성해봐요",0
"우선 신생아때부터
맘가이드앱에서 성분 비교해보고
구매했던 호호에미 로션.
알러지 주의 성분이 있지만 A등급
성분이 너무 착해서 구입해봤다.
펌핑형이라 좋음.
(수딩은 엄청 팍 많이 나와서 주의해야해요)",0
"호호에미 로션은
별탈없이 잘 쓰고 있었는데
100일쯤 지나서인가
날이 더워서 그런건지
아님 알러지 주의 성분이
정말 우리 아가한테 안맞았던건지
점점 얼굴이랑 몸이 울긋불굿해지고
엄청 건조해지기 시작했다.
태열때문이라고 생각했던 초보 엄마는
계속 계속 덧발라주기만하고
로션 바꿀생각을 못함ㅜㅜ",0
"생후 138일
점점 더 심해져 아토피 판정.
병원에서는 보습 잘해주고
그래도 심하면 바르는 약 처방 받으라고 하심.
나는 틈나는대로 호호에미 로션을 계속 덧발라주고
목욕하고 물기 마르기 전에 엄청 듬뿍 발라주었다.
그러나 그래도 진전이 없었음ㅠㅠ
얼굴 팔부터 심하다가
점점 몸으로 내려왔다..",0
"생후 170일
분유 알러지인가,,
로션 알러지인가,,
태열때문인가
도저히 안되겠어서
이것저것 고민한 끝에
남편이 로션을 한번 바꿔보자고함
바로 나는 폭풍검색!
아토피에 좋은 로션 검색해보니
아토오겔이 많이 나왔고
저렴한거에 비해
아토오겔이 브랜드 인지도도 높고
유명한 제품인 것 같아
밑져야 본전으로 쿠팡에서 급하게 구매해봤다.",0
"사실, 구매 전 맘가이드앱에서
아토오겔로션 성분을 확인해봤는데
B등급이라 고민 많이함;;",0
"아토오겔 바르기 전
알러지 반응이 있을 수 있어
우선 한쪽 팔에 바르고 20분 정도 지켜봄.
하지만,
세상에…
20분이 지나고 봤는데
아직도 피부가 뽀송하고 엄청 촉촉
처음 바른 그대로 느낌이었다!!!
보이시나요???
아토오겔 짱!!ㅠㅠ",0
"정말 보정하나 없이 찍은 사진인데
뽀송해보인다… (각질이 없어짐)
바로 다른쪽도 바르고 몸도 발라봄!
알러지 반응은 없는 것 같아
당일에 목욕시키고 몸 전체에 바름.
확실히 호호에미를 발랐을 때보다
보습력이 뛰어났다.
2일 지나고 몸을 보니
몸도 깨끗해짐.
세상에.. 당장 로션 바꿔볼껄 ㅜㅜ
그동안 고생했어 우리아가…",0
"얼굴도 몸도 울긋불긋한게 없어지고
거칠거칠했던 피부가
보들보들 아가피부로 돌아왔다!!!",0
"정말 신세계…
하루아침에 좋아지다니~~??!!
완치된건 아니지만
꾸준히 발라주면 좋을 것 같다!
호호에미는
성분이 너무 좋아서 효능이 없었거나
알러지 주의 성분이 안맞았던거같다.
대신 아토오겔은
우리아가한테 정말 잘맞았음!!
저렴한데 잘 맞기까지하니 이제 쭈욱 이거 써야겠다.",0
"<호호에미>
1. 은은한 레몬 생강(?)향이 향긋. 나는 향이 좋았다
2. 살짝 묽은 제형
3. 펌핑형 굿
4. 정말 착한 성분
5. 보습력이 살짝 부족
6. 가격이 조금 있는 편
알러지 주의 성분 잘 봐야할듯.
<아토오겔>
1. 무향(향에 민감한 분들에게 추천, 나는 아쉬움)
2. 호호에미보다는 좀 더 되직한 느낌
3. 보습력 굿(아기마다 다름)
4. 우리아가 아토피 완화!
5. 튜브형이라 살짝 아쉬움
6. 저렴함",0
"아토오겔 리뷰하면서
그동안 사용했던 호호에미도 같이 비교해봤는데~
비싸든 안비싸든
성분이 좋고 나쁘든
결국 아기한테 맞는 것들이 있는 것 같다.
조금 안맞는다 싶으면
힘들겠지만 바꿔가면서
맞는걸 찾아가는 것이 중요한듯!
그리고 성분이 안좋다고해도
아기들을 위해 만든 제품들이라
기본적으로 착한성분인 것 같다.
아토피 있는 아가들한테 도움이 됐길 바라며
아토오겔 리뷰 끝 -!
이 리뷰는 개인적인 소중한 경험이라
아기마다 다를 수 있다는 점 참고해주세요!
긴 글 읽어주셔서 감사합니다.",0
"<JBL FLIP4 블루투스 스피커>입니다.
저는 레드 색상으로 구매했었습니다. 위 사진은 스피커 전면 모습인데 JBL 로고가 박혀있고, 소리가 나오는 앞부분을 만져보면 두껍고 단단한 재질의 실(?) 자수를 뜬 느낌이랄까 뭔가 그런 느낌이 드는 질감입니다.",0
"스피커 뒷모습을 보면 위에 보이는 것처럼 왼쪽부터 '재생 버튼', '볼륨 올리는 버튼', '볼륨 내리는 버튼', '블루투스 연결하는 
페어링 버튼'이 있습니다. 또 그 아래쪽을 보면 왼쪽부터 '전원 버튼', '스피커를 두 대 이상 연결할 수 있는 버튼'이 있습니다. 그 오른쪽에는 스피커를 유선으로 연결할 수 있게 하는 'AUX 단자'와 스피커 충전을 하는 '마이크로 5핀 단자'가 있습니다. 스피커 좌우 측면 모습입니다. 양쪽 사이드에는 '우퍼' 기능을 하는 진동판이 있습니다.
",0
"<총평>
우선 장점부터 얘기하자면 음질은 명성답게 좋은 음질을 보여준다고 생각했습니다. 음질 부분은 만족스러웠습니다. 또한 IPx7의 좋은 방수 기능이 있어서 비 올 때나 샤워할 때 들어도 전혀 문제가 없다는 점이 좋았습니다. 그리고 재생시간이 최대 12시간 정도로 길어서 맘에 들었습니다. 그런데 한 가지 큰 단점이 있었는데 JBL FLIP4 블루투스는 스피커는 유선으로도 사용이 가능한데 컴퓨터에 연결해서 유선으로 사용할 때 자체 기능으로 '절전모드'가 돼버려서 처음에 소리가 날 때 묵음으로 끊기면서 들립니다. 이것을 해결하려고 많이 찾아봤었는데 결국 해결 방법이 없더라고요. 블루투스 스피커로만 사용하면 추천하지만, 컴퓨터에 연결해서 유선으로도 많이 사용한다면 절대적으로 비추천 드립니다.",0
"제빙기는 고민고민하다가 갓센제빙기로 결정했어요!
갓센은 회사 이름이고! 정확한 이름은 아이스메이커예요~
이제품이 가장 좋다고 느낀점은 일단 자동세척기능! 이전에 다른 제빙기를
사용했었는데 세척이 너무 불편했거든요~
그리고 용량도 중요했어요 제빙기같은경우 얼음양이 적기때문에
혹여 집에 손님이 오거나하면 아이스로 2~3잔만 해도 금새 없어 지더라구요
제빙기상자 안에는 제빙기본체와 얼음트레이,그리고 얼음스푼,
제품 설명서가 들어있어요~ 가격은 인터넷에서 평균 15만원대인데
가격도 저렴하고 얼음이 만들어지는 속도나 제품 퀄리티는 좋아요!
외관도 튼튼하고 세련됬어요!
그리고 24시간동안 무려 10kg의 얼음을 만들수있대요!",0
"제품설명서
제품 설명서 같은경우에는 이리저리 보관하기 너무 힘들어서
사진으로 중요한 부분은 찍어두고 이렇게 저장해놓는 편이예요!
*처음 사용하시기전에 2시간정도 앞커버를 오픈 후 기다렸다가 사용해야된대요
*전원 플러그를 뺀후 다시 꽂았을경우 3분이상 경과후 다시 꽂아야한대요
자동청소모드는 물을 max까지 넣고 전원버튼을 3초이상 누르면
얼음가득led와 물부족led가 같이 점멸 하면서 자동청소를 시작한다고 해요!
약 10분 정도 걸리고 끝난뒤에는 밑에 배출구를 열어서 물을 빼주면 된다네요~
*갓센 as 번호 : 02-568-3122
제품 구매 후 1년 무상 a/s 가능하대요! 그뒤로는 유무상 가능하다고 하네요!
아무리 생각해도 전 기계치인듯해요 이런 설명서 보면 머리가 지끈지끈
이렇게 주의할게 많아서 어떻게쓰지? 이런생각이 먼저드는건 저뿐?",0
"작동하기전 설치했어요! 외관은 깔끔그자체죠? 
그리고 생각보다 크기도 컸어요 전원버튼이예요~
 직관적으로 깔끔해서 좋아요! 네스프레소 머신이랑 잘 어울릴거같아요!!!!
 그리고 버튼 아래 반투명 창이 있어서 굳이 열지 않아도 얼음이 확인할 수 있고
 얼음이 가득 차면 아이스가득 led에 불이 들어오고 작동이 멈춰요~",0
"드디어 물을 넣고 얼음제작을 눌렀답니다!!!
아이스가 저렇게 만들어지는데 10분도 안되서 한판 만들어지더라구요
제품설명서에는 얼음 생성시간 8분이라고 되어있어요~
저같이 성격이 급한분들에게는 딱인듯해요 !!
처음 얼음은 좀 작게 나와요!!!!잘녹는 얼음이래요 근데 갈수록
나중에 제빙기가 힘을내서 그런가 견고한 얼음들이 가득 나오더라구요!",0
"짠! 30분 정도 지났을때 봤는데 얼음이 반이상이나 차있었어요~
1시간 채 안되서 얼음가득 만들어지더라구요!!!
처음에 나온 얼음보다 그뒤에 나온 얼음들이 정말 단단했어요!
갓센 제빙기 선택전에 이리저리 제빙기들 알아보고
제빙기 추천 top 10 이런 영상이라던지 블로그 봤었는데
다 광고같기도하고 ? 그냥 제가 실제로 구매한사람들 리뷰를 보니깐
제빙기마다 다 장단점이 확실히 있는거 같더라구요~
근데 좀 저렴이를 구매하면 얼마 못쓰고 고장나고 그런 후기도 봐서
그냥 가격은 좀 하더라도 오래 사용가능하고 a/s센터도 알아보니
갓센 a/s 도 바로 받을 수 있어서 구매했어요!
여러분도 너무 작은싸이즈는 별로고 또 업소용제빙기는 부담스러우니
가정용 제빙기중에 좀 용량 넉넉한걸로 찾으시면 좋은거같아요!
보통 캠핑갈때도 제빙기 들고가서 여름에 잘 사용한다하더라구요!
네스프레소 커피머신도 얼른와서 아아 마시고 싶습니다~",0
